audio,text,source
00002015.wav,Rồi nếu như lỡ mà chúng ta đã cố gắng hết sức rồi nhưng mà cái bề ngoài của mình vẫn không đủ hấp dẫn crush thì sao? Thì chúng ta sẽ đi tới cái yếu tố thứ 2 mà Vicky muốn nhắc tới. Đó chính là tính cách. Hãy tin Vicky đi. Nhiều người nghĩ rằng đẹp là được hay là giàu là được hay là như thế nào là được và không có nghĩ rằng cái tính cách lại là một trong những cái yếu tố khá là quan trọng để chúng ta có thể hấp dẫn crush.,6
00002016.wav,"Nếu như mà các bạn thử nhìn xung quanh mình xem có rất nhiều những người mà các bạn thấy rất là xinh trai, đẹp gái nhưng mà vô duyên. Cái tính cách của họ kì kì sao ấy cho nên là mãi mà vẫn không có ai theo đuổi hoặc là người ta có thấy đẹp quá, người ta theo đuổi một thời gian này người ta cũng chán thôi khi mà tiếp xúc. Thì cái tính cách ở đây ấy là Vicky không có khuyên bạn là phải theo một cái hướng tính cách nào cả. Nói chung tính cách mỗi người mỗi khác. Đúng không?",6
00002017.wav,"Có người cá tính, có người dịu dàng, có người dễ thương nhưng mà cái tính cách của các bạn như thế nào thì các bạn hãy rõ nét cái tính cách đấy. Các bạn nhớ cái yếu tố nha. Rõ nét. Nếu mình là một cô gái dịu dàng, dễ thương thì hãy rõ nét cái điều đó. Còn nếu như bạn là một cô gái cá tính thì cũng hãy rõ nét cái điều đó. Và nếu bạn là một anh chàng thông minh, hài hước thì cũng rõ nét cái điều đó cho Vicky.",6
00002018.wav,Tại vì nếu như mình cứ im im mình không có thể hiện cái tính cách của mình nhiều thì mình rất là khó có cái khả năng hấp dẫn crush. Tại vì xung quanh crush của mình cũng sẽ có rất là nhiều người và nhỡ đâu có một ai đó cũng có một cái nét tính cách đặc trưng đủ hấp dẫn thì mình lại bị lùi xa một bước. Nên anh lùi phía sau. Tớ nha. Hay rõ nét cái tính cách của mình.,6
00002019.wav,"Nhưng bên cạnh đấy giúp Vicky bổ sung thêm một số những cái nét tính cách nữa. Cái này thì tùy tâm mỗi người thôi. Cái này thì là Vicky suy nghĩ thôi. Đó là những người tử tế vui vẻ, thân thiện hoặc là hài hước, thông minh hoặc là có cái sự suy nghĩ chiều sâu một chút thì cũng sẽ dễ chiếm được cảm tình của người ta hơn.",6
00002020.wav,Cho nên ngoài cái tính cách đặc trưng mà bạn đang có thì hãy mình hãy thử bổ sung thêm một số những cái nét tính cách đấy. Nếu như mình không có sẵn thì mình có thể tập từ từ từ từ. Bởi vì Vicky nghĩ rằng là cái sự tử tế dù cho có phải là mình đang cần cua crush hay không thì trong cuộc sống mình cũng nên có cái sự tử tế. Đúng không? Rồi cái sự thân thiện nó cũng rất là tốt nữa. Cho công việc và cho tất cả mọi thứ xung quanh cuộc sống của mình.,6
00002021.wav,Rồi cái sự hài hước nữa. Khi mà mình vui vẻ hài hước thì mình cảm thấy vui và những người xung quanh mình cũng sẽ cảm thấy vui. Nói chung những cái mà Vicky đang nói tới nó không có gì là có hại cho các bạn hết. Cho nên là bằng một cái cách nào đó đọc sách hay là xem những cái video mà thực sự hữu ích thì các bạn hãy hãy bổ sung cho mình những cái tính cách đó nha.,6
00002022.wav,Thực sự thì tại sao mà Vicky lại dám khẳng định rằng cái việc mà tính cách một con người nó lại có một cái tầm quan trọng đến như vậy để mà hấp dẫn một người khác.,6
00002023.wav,Tại vì bản thân Vicky trước đây năm năm cấp 3 Vicky cũng đã từng một lần tự dưng Vicky lại bị crush một cái người mà thề luôn là cho tới cuối đời Vicky cũng không bao giờ có thể tưởng tượng không nhớ không hiểu được là tại sao cái hồi đấy mình lại crush cái người đấy nữa.,6
00002024.wav,"Nếu như bạn đang không thể quên đi một người nào đó mà bạn đang rất muốn quên thì có lẽ radio lần này sẽ là dành cho bạn. Xin chào mừng mọi người đã quay trở lại với radio người kể chuyện số thứ 4 của Vicky. Cái điều đầu tiên mà Vicky nghĩ rằng là nó hết sức quan trọng, nó rất quan trọng luôn để chúng ta có thể quên đi một ai đó. Nhưng mà mọi người lại thường bỏ qua cái bước này bởi vì nghĩ là nó không quan trọng.",6
00002025.wav,"Nhưng Vicky lại nghĩ rằng nó rất quan trọng cho nên Vicky phải nhấn mạnh từ nãy đến giờ. Đó là các bạn hãy xác định cho mình cái lý do tại sao mà mình lại phải quên cái người đó đi. Có thể các bạn sẽ nghĩ rằng nó rất muốn cười. Mình muốn quên thì mình quên thôi tại vì mình chia tay, mình thế này, mình thế kia. Nhưng mà các bạn hãy thử một lần, nghĩ đào sâu vấn đề hơn một chút. Đó là lý do tại sao mình lại phải quên người đó đi. Có rất nhiều lý do để chúng ta phải quên một người.",6
00002026.wav,"Cái lý do mà các bạn gặp nhiều nhất có thể đó là các bạn mới chia tay xong. Mới vừa chia tay xong thì chắc chắn là chúng ta sẽ phải quên cái người đó đi rồi. Lý do thứ hai các bạn có thể gặp phải đó là Cái người mà mình đang yêu ấy làm khổ mình rất là nhiều và mình muốn quên cái người đó đi để mình tự giải thoát cho chính bản thân mình. Hoặc là có thể là các bạn thích một ai đó, các bạn theo đuổi một ai đó nhưng mà người ta không có thích mình cho nên là mình cũng phải tìm cách quên cái người đó đi.",6
00002027.wav,"Hoặc có thể đó là một cái người mà chúng ta đã từng yêu rất lâu rồi nhưng mà chúng ta không thể nào mà quên người đó đi được. Đó, có rất là nhiều lý do. Nhưng mà tại sao mà Vicky nhấn mạnh rằng là cái lý do này rất là quan trọng? Tại vì đây chính là cái bước đầu tiên để chúng ta có thể cải thiện được cái tâm lý của mình. Nếu các bạn không có một cái lý do đủ mạnh để quên cái người đó đi thì các bạn sẽ không quên được người đó. Vậy thì lý do đủ mạnh ở đây là gì?",6
00002028.wav,"Vicky không có khuyến khích cái việc là chúng ta vừa mới cãi nhau với người yêu một chút hoặc là mới chỉ có một chút cái sức mức gì đó mà chúng ta đã vội nghĩ đến cái chuyện chia tay xong rồi sau đấy nghĩ đến cái chuyện là mình phải quên đối phương hay là mình phải thế này thế kia. Vicky chỉ muốn nói rằng là cái video này sẽ dành cho những ai mà thực sự, đang thực sự muốn quên một người nào đó. Một người mà chúng ta, một cái mối quan hệ mà chúng ta không thể nào cứu vãn được nữa và chúng ta thực sự là phải quên cái người đó đi.",6
00002029.wav,"Cho nên nếu mà bạn nào mà mới chỉ đang cãi cọ nhỏ nhỏ thôi thì có lẽ là mình có thể xem cái video này như là một cái gì đó nó giải trí thôi hoặc là mình có thêm một cái kinh nghiệm nào đó cho mình. Còn đâu nếu như mà bạn bè chúng ta có ai mà đang rơi vào cái tình trạng này thì chúng ta có thể chia sẻ cái video này cho cái người bạn đấy. Cái này là tùy mọi người thôi. Vicky không có yêu cầu mọi người phải chia sẻ, phát tán hay cái gì cả. Mình cảm thấy có lợi cho ai thì mình chia sẻ với người đấy thôi. Chúng ta quay lại vấn đề.",6
00002030.wav,"Tại sao mà Vicky nói rằng là cái lý do đó nó phải đủ mạnh? Tại vì cái việc mà quên một người nó rất là khó khăn. Nó rất là khó khăn và thậm chí chúng ta phải có rất là nhiều bước, rất là nhiều bước ABC, X, Y, Z gì đó để mà chúng ta có thể quên một người. Vậy thì nếu như cái mối quan hệ của mình nó còn cứu vãn được, hai người vẫn còn thương nhau, có thể quay trở lại được với nhau thì chúng ta hãy cố gắng để cải thiện cái mối quan hệ đấy trước đã.",6
00002031.wav,"Trước khi chúng ta nghĩ đến cái chuyện tiêu cực, đấy là phải quên một người nào đó đi, phải bỏ qua một người nào đó trong cái cuộc sống của mình thì chúng ta hãy thử cứu vãn nó trước đã. Chúng ta hãy thử vun đắp nó trước đã. Còn trong trường hợp không thể được nữa, Ok, vậy thì đây sẽ là cái bước dành cho bạn. Trong video này thì có lẽ Vicky nghĩ rằng cái người mà phù hợp nhất thì có thể là một cái người mà sau chia tay. Và Vicky sẽ nói một chút về cái cảm giác của bạn khi mà sau chia tay chúng ta sẽ cảm thấy như thế nào.",6
00002032.wav,"Sẽ có một cái cảm giác rất chắc chắn đó là sau khi chia tay ấy, mình sẽ không có xác định được là mình đã chia tay cái người kia rồi và mình sẽ bị một cái cảm giác là nuôi hy vọng. Dù cho chúng ta đã xác định rất rõ rằng là cái mối quan hệ này phải kết thúc và mình phải quên cái người đó đi.",6
00002033.wav,"Nhưng trong đầu chúng ta vẫn luôn luôn nghĩ rằng là vẫn có một cái hy vọng gì đó rằng là người ta vẫn để ý mình, người ta vẫn sẽ nhớ mình, người ta vẫn sẽ thương mình và biết đâu được rằng là chúng ta có thể quay lại. Nếu như các bạn cảm thấy có thể quay lại thì như Vicky đã nói, lý do của chúng ta chưa đủ mạnh thì chúng ta không cần đến cái bước này. Còn nếu mà cái lý do nào đã đủ mạnh đến cái mức đấy rồi ấy, thì Vicky khuyên mọi người rằng là đừng nuôi hy vọng nữa.",6
00002034.wav,"Bởi vì chính cái sự hy vọng đấy là cái điều mà khiến cho bạn sẽ không thể nào mà quên được cái người đấy. Bản thân Vicky cũng vậy thôi. Nói thì dễ, nói thì rất là dễ. Nhưng đến khi mà làm thì nó rất là khó. Và có một cái điều rất là nguy hiểm đó là mặc dù là các bạn nghĩ rằng là phải quên người này, phải chia tay, phải thế này, phải thế kia. Nhưng mà tự dưng các bạn vẫn nuôi hy vọng và vẫn nghĩ rằng là chúng ta vẫn còn cơ hội để quay lại với nhau. Để làm cái gì?",6
00002035.wav,"Khi mà cái lý do của bạn mà bắt buộc phải chia tay hay bắt buộc phải quên người đó nó đã quá mạnh thì tại sao chúng ta phải nuôi hy vọng làm gì cho nó khổ mình ra? Cho nên cái bước đầu tiên là chúng ta phải có một cái lý do đủ mạnh. Và cái bước thứ hai đó là chúng ta nên gạt cái sự hy vọng đấy trong chính cái tâm trí của mình đi. Đừng hy vọng làm cái gì nữa cả. Bởi vì dù cho là ừ, cứ cho là người ta vẫn còn thương mình đi. Người ta vẫn còn có tình cảm với mình vẫn còn quan tâm mình đi. Nhưng mà để làm cái gì?",6
00002036.wav,"Cuối cùng có đi đến đâu hay không? Đó, đó là một cái mà các bạn phải xác định thật là rõ. Nếu không, ví dụ đi các bạn cứ nuôi hy vọng đó và cứ cho rằng là chúng ta có thể kép lại với nhau một chút nhưng rồi đến cuối cùng chúng ta vẫn phải xa nhau thì tốt nhất là đừng làm khổ nhau thêm nữa. Rồi nha, đó là một cảm giác nuôi hy vọng. Các bạn hãy cố gắng dập tắt đi. Đừng có hy vọng gì nữa. Hy vọng đến cái khác nó tươi đẹp hơn.",6
00002037.wav,Cái cảm xúc thứ hai mà các bạn sẽ gặp phải đó là cái việc là mình sẽ nhớ cái cảm giác khi ở bên người đấy. Nhớ lắm.,6
00002038.wav,Tới khi biết có khi cả ngày các bạn sẽ không làm được gì mà chỉ ngồi mơ mộng vần vơ nhớ tới những cái lúc mà hai người được ở bên nhau nhớ đến những cái khoảnh khắc mà hai người được ở bên nhau những cái nắm tay những cái ôm những cái hôn nói chung là sẽ rất là nhớ cái cảm giác và thậm chí đôi khi nó chỉ đơn giản là cái cảm giác mà được nhắn tin được nói chuyện với người ta thôi. Nhưng mà nó cũng là một cái rất là nguy hiểm.,6
00002039.wav,Và bên cạnh cái cảm giác đấy thì nó sẽ còn một cái nữa đó là kỷ niệm.,6
00002040.wav,"Chúng ta sẽ phải làm gì nếu như trót rơi vào một cái hoàn cảnh cực kỳ khó chịu, đó là friendzone, bạn hay là yêu? Trước hết thì cho Vicky nói một chút về radio show Người Cể Chuyện, tại vì đây là số đầu tiên nếu như mà không nói thì mọi người sẽ không hiểu nó là cái gì cả. Thực ra radio show Người Cể Chuyện nó đơn giản là một cái phần mở rộng của series Người Cể Chuyện của Vicky.",6
00002041.wav,"Cái series Người Cể Chuyện kia thì là mỗi tháng Vicky sẽ viết một bài hát dựa trên cái tâm sự mà khán giả gửi về. Và mỗi tháng chúng ta chỉ có một bài hát thôi cho nên sẽ có rất là nhiều những tâm sự của rất là nhiều bạn hoàn toàn không được lên sóng. Vậy thì radio show ra đời để chúng ta có thể nói nhiều hơn, chia sẻ nhiều hơn và tậm chí là mổ xẻ vấn đề nhiều hơn, có nhiều góc nhìn hơn về những cái câu chuyện mà mọi người gặp phải. Rồi, bây giờ chúng ta sẽ bắt đầu vào cái chủ đề của ngày hôm nay, friendzone, bạn hay là yêu?",6
00002042.wav,Vicky nghĩ rằng đây là một trong những cái tình trạng mà gần như là khó chịu nhất khi mà mình thích một ai đó. Tại vì thà là yêu hay là thà là bạn đi còn đâu cứ nhập nhập nhập nhập nhầy sẽ rất là khó chịu. Cho nên Vicky mới ngồi và suy nghĩ xem là làm cách nào để mà chúng ta có thể thoát khỏi cái tình trạng friendzone đó. Thì suy nghĩ đi suy nghĩ lại thì Vicky nghĩ rằng là nó chỉ có hai trường ợp thôi.,6
00002043.wav,"Và đó, một là chúng ta hãy cố gắng cua được người đó để có thể biến từ friendzone thành lovezone. Còn hai, chắc chắn là các bạn phải tìm cách quên người đó đi. Chứ Vicky không có khuyến khích cái tình trạng nhập nhằng nhập nhằng nhập nhằng. Thực sự là rất là không khuyến khích tại vì nó sẽ đem lại cho người trong cuộc những cái cảm giác rất là khó chịu. Vậy thì chúng ta hãy nói tới cái trường hợp đầu tiên, đó là làm sao để cua được người ta.",6
00002044.wav,"Về cái vấn đề này thì Vicky nghĩ rằng là mỗi người sẽ có một cái kinh nghiệm khác nhau, sẽ có một cái hoàn cảnh khác nhau để chúng ta có thể cua được cái người đó. Nhưng một trong những cái điều kiện tiên quyết, đấy là chúng ta phải thực sự, thực sự dành tình cảm cho người đó một cách nghiêm túc.",6
00002045.wav,"Và với một cái sự quan tâm chân thành và đủ tất cả những cái yếu tố cộng lại, thì Vicky nghĩ rằng khi mà chúng ta thân nhau và có rất là nhiều những cái hoàn cảnh tiếp xúc như thế thì rồi đến lúc người ta cũng sẽ thích mình thôi. Nếu như mình thật lòng và đủ quyết tâm. Nhưng mà quan trọng, các bạn không được phép ảo tưởng. Tại vì khi mà mình đã thích bạn thân rồi ấy, chúng ta có quá nhiều những cái cơ hội tiếp xúc này.",6
00002046.wav,"Xong rồi nhiều khi cái sự quan tâm của mình được người ta đón nhận hay người ta đáp lại một chút thôi thì mình rất là dễ bị cái cảm giác nghĩ rằng là hình như người ta cũng đang thích mình. Và khi mà ảo tưởng như vậy ấy, thì chúng ta sẽ rất dễ dẫn đến cái tình trạng là tỏ tình sai cách, tỏ tình sai thời điểm. Cho nên là các bạn hãy Vicky nghĩ rằng thích ai cũng vậy thôi, phải tỏ tình đúng thời điểm. Nhưng thích bạn thân thì lại càng phải đúng. Nếu không thì chúng ta sẽ rất là dễ mất đi cái người bạn đấy. Nhớ nha, đừng ảo tưởng.",6
00002047.wav,"Hãy xem xét tất cả mọi cái chi tiết xem là người ta có thực sự thích mình hay không, hay là có cái cảm xúc với mình hay không. Thứ ba, đó là Vicky không bao giờ khuyến khích cái chuyện mà đập chậu cướp bông. Hôm trước thì khi mà livestream thì có một bạn hỏi là có nên đập chậu cướp bông không? Thì Vicky nói rằng là chúng ta không nên làm cái điều đấy.",6
00002048.wav,Bởi vì nếu mà là mình sẵn sàng đập chậu cướp bông thì nhỡ đâu mình có được cái bông hoa đấy rồi thì đến một lúc nào đó có ai đó làm cái điều đấy với mình cũng đập chậu của mình rồi cướp bông thì đến lúc đấy mình không biết phải than thân trách vận với ai cả. Cho nên Vicky không khuyến khích cái chuyện mà chúng ta đập chậu cướp bông nha. Và chúng ta cũng đừng có kiếm cái cớ rằng là tại vì cái người yêu của cái bạn đấy không có tốt với bạn đấy cho nên là chúng ta đập chậu cướp bông để tốt cho bạn đấy thôi.,6
00002049.wav,"Không được biện hộ cho cái điều đấy tại vì nếu như cái người kia mà không tốt thì tự cái người bạn thân này sẽ phải là người quyết định chứ không phải là nhờ cái sự tác động của mình. Ok, vậy nha. Vicky xin nhắc lại là trong trường hợp nếu mà các bạn muốn biến từ bạn thành yêu thì điều đầu tiên là phải chân thành này. Điều thứ hai là tránh ảo tưởng để để mà tỏ tình sai thời điểm. Lúc đấy chúng ta sẽ mất đi rất là nhiều.",6
00002050.wav,"Và cái thứ ba đó là đừng đập chậu cướp bông nha. Rồi, trường hợp thứ hai. Nếu như chúng ta cảm thấy là không thể cua được người ra thì mình phải làm như thế nào? Cái câu trả lời của Vicky đó là cố gắng quên người ta đi.",6
00002051.wav,"Tại vì nếu như mình đã cố gắng hết mình rồi mà người ta thực sự không có dành cho mình thì mình nên cho bản thân mình một cơ hội mới và cũng là một cách để mà chúng ta đừng có phá vỡ cái mối quan hệ bản thân đó. Nó rất là phí, nó rất là uồng. Tại vì kiếm được một người mà cùng cái tần số cảm xúc với mình, bản thân mà, cùng cái... rất là nhiều những suy nghĩ của mình thì nó rất là khó cho nên là nếu như không thể cua được người ta thì hãy quên người ta đi. Tìm mọi cách quên người ta đi.",6
00002052.wav,Đừng có coi người ta là một cái đối tượng cờ rút cờ rớt của mình nữa như thế. Rất là khổ cho mình. Vicky không phải là một nhà tư vấn tâm lý để mà có thể đưa ra được một cái lời khuyên chính xác rằng là bạn làm như thế đi thì bạn sẽ có thể quên được cái người bạn kia. mà Vicky có thể đưa ra được một cái gọi là một cái kinh nghiệm của mình thôi. Đó là hãy dành thời gian cho bản thân mình để quên cái người đấy đi.,6
00002053.wav,Thực sự thì cũng không hiểu không hiểu sao hôm nay cái nhà bên trên kia nó cứ đập dầm dầm từ sáng đến giờ trong lúc mà mình đang quay video như thế này. Cái lời khuyên của Vicky đó là chúng ta hãy tạm xa người ta trong một thời gian. Tạm xa người ta trong một thời gian. Mặc dù chúng ta là bạn thân nhưng mà Vicky nghĩ rằng đấy là một trong những cái phương pháp khá là tốt để chúng ta có thể nhìn ra được nhiều điều.,6
00002054.wav,Dù Vicky biết rằng là mình sẽ rất dễ bị cái cảm xúc là tiếc khi mà hằng ngày được gặp người ta được nói chuyện thì bây giờ mình lại phải cắt cái bụt một phát không có được nhắn tin nữa không có được đi chơi hay như thế nào nhưng mà nếu như chúng ta không chịu khó được trong một cái khoảng thời gian như vậy một khoảng thời gian thôi nếu mà chúng ta không làm được thì một thời gian rất dài sau chúng ta sẽ còn khổ hơn nữa cả hai đều khổ.,6
00002055.wav,Rồi trong cái thời gian mà chúng ta tạm ngưng như vậy thì mình sẽ làm gì? Tốt nhất là hãy dành thời gian cho bản thân của mình để để nâng cao cái giá trị của mình bởi vì cũng có thể một trong những cái lý do mà người bạn kia không thích mình là bởi vì mình chưa đủ đạt một cái tiêu chuẩn của người ta chẳng hạn thì hãy dành thời gian để nâng cao cái giá trị bản thân của mình biết đâu được đến khi mà chúng ta kết nối lại cái tình bạn đấy thì người ta sẽ có một cái cảm xúc gì đó với mình.,6
00002056.wav,"Nếu như ai đã từng yêu một người nào đó bằng cả trái tim mình, thì chắc chắn họ sẽ hiểu được cái cảm giác cô đơn đến kinh khủng khi phải quay lại cái nơi mà hai người đã từng rất hạnh phúc. Nhưng bây giờ, họ chỉ có một mình. Xin chào mừng mọi người đã quay trở lại với Radio Người Cửa Chuyện.",6
00002057.wav,"Và cái điều Vicky vừa nói đó chính là cái nội dung của bài hát của tập 5 trong series nhạc Người Cửa Chuyện của Vicky. Trái ngược với lần trước, đó là một câu chuyện không bình thường. Thì lần này, nó lại là một cái cảm xúc mà Vicky nghĩ rằng nó rất bình thường trong tình yêu. Nếu như ai đã từng yêu thì chắc chắn sẽ hiểu được cái cảm giác này. Vicky phải nói là chắc chắn sẽ hiểu được cảm giác này. Tại vì khi mà chúng ta yêu, cái điều mà động lại trong chúng ta nhiều nhất, nó chính là kỷ niệm.",6
00002058.wav,"Vicky nhớ rằng đã từng có một người thầy nói với Vicky rằng khi mà chúng ta chia tay, cái điều khiến cho chúng ta không quên được cái người đó, không phải vì cảm xúc chúng ta còn yêu hay là cái gì cả, mà bởi vì chúng ta không quên được cái kỷ niệm mà hai người đã từng trải qua với nhau. Chính vì vậy nên Vicky cảm nhận được cái tâm sự rất là buồn của cô gái trong câu chuyện này. Bức thư có tự đề là Tokyo Một Chuyện Tình. Tại sao lại là Tokyo? Trong khi cô gái ấy hoàn toàn sống ở Việt Nam.",6
00002059.wav,"Tại vì trong cái bức thư, cô ấy kể về cái kỷ niệm mà cô ấy đã phải trải qua tại Tokyo. Nói chung đó là một bức thư rất dài và đầy cảm xúc. Nhưng Vicky có thể kể lại cho mọi người là như thế này. Cô ấy yêu một người và hai người đã có một khoảng thời gian rất rất hạnh phúc bên nhau. Cô ấy dành cả tuổi thanh xuân của mình để yêu cái người đàn ông đó. Nhưng có những cái lý do đằng sau mà họ cũng không thể đến được với nhau.",6
00002060.wav,"Đó là một lần mà anh ấy đi công tác và cô ấy đi cùng. Khi mà cô ấy đặt chân đến Tokyo, cô ấy đi trước thì cô ấy vẫn mang trong mình một cái cảm giác rất là phấn khởi, rất là vui vẻ. Khi mà mình được tìm hiểu một cái miền đất mới cô ấy tự mình đi thăm thú khắp nơi, đi từ nơi này đến nơi kia và cũng một phần là để tìm hiểu tất cả những cái ngõ ngách để khi mà người yêu của cô ấy tới cô ấy có thể giới thiệu và dẫn anh ấy đi khắp nơi.",6
00002061.wav,Nhưng cái điều khiến cho cô ấy cảm thấy hạnh phúc và sung sướng nhất đó chính là cái cảm giác mà cô ấy biết rằng là khi mà cô ấy đi chơi khắp nơi rồi và cô ấy trở về sẽ chính là lúc mà cô ấy được gặp cái người mà mình yêu. Trong cái thư thì cô ấy có nói rằng sau khi cô ấy về khách sạn và chờ đợi cái người đàn ông của mình và khi mà anh ấy gõ cửa và mở cửa ra khi mà hai người gặp nhau thì cô ấy đã ôm chầm lấy anh và đó là một cái cảm giác mà không thể hạnh phúc hơn.,6
00002062.wav,"Ví kiểu cái cảm giác này Ví kiểu cái cảm giác khi mà hai người yêu nhau và họ được đến một cái vùng đất mới một cái vùng đất xa lạ và cái cảm giác mà mình sẽ được cùng nhau trải nghiệm một cái chuyến đi, một cái hành trình đầy hạnh phúc. Và cô ấy đã thực sự hạnh phúc cô ấy đã thực sự hạnh phúc khi ở bên anh ấy.",6
00002063.wav,Dù đơn giản hai người chỉ cần nắm tay nhau đi dưới phố đi ăn ở những con phố khuya hay là đi mua sắm ở những nơi này nơi kia nhưng mà miễn là họ được tay trong tay thì đó đã là thiên đường rồi.,6
00002064.wav,Cô ấy nói rất nhiều về cái cảm giác hạnh phúc của mình cô ấy nói nhiều đến nỗi mà Ví kiểu cảm nhận được là cứ như là mình cũng đang là một người trong cái câu chuyện đấy và mình cũng đang được đi chơi vậy ấy nhưng mà rất đáng tiếc là sau đó sau đó thì cái câu chuyện nó không còn được hạnh phúc nữa.,6
00002065.wav,"Và Ví kiểu nhớ là trong thư thì cô ấy có nói rằng có lần thứ hai, lần thứ ba hai người được quay trở lại nước Nhật nữa và mỗi lần đều là những cái cảm giác hạnh phúc khác nhau nhưng tất cả những cái điều đấy đều là những cái kỷ niệm mà cô ấy sẽ không bao giờ có thể quên được không bao giờ có thể quên được nhưng rất tiếc là phía sau bức thư Ví kiểu không còn cảm nhận được cái sự hạnh phúc đấy nữa mà thay vào đó là một cảm giác cực kỳ nặng nề.",6
00002066.wav,"1 cộng 1 thì ra bằng 2, nhưng mà 2 thêm ai thì ra bằng mấy? Vicky đấu mọi người biết luôn đấy. Mọi người sẽ không biết đâu, nhưng mà Vicky biết này. Xin chào mừng mọi người đã quay trở lại với Radio Show số thứ 2 của Vicky. Và chắc là mọi người cũng đã đoán đoán được cái chủ đề mà hôm nay Vicky sẽ nói tới. Đó là Vicky sẽ nói về cái câu chuyện của cái bài hát không bình thường.",6
00002067.wav,Bài hát không bình thường là bài hát số 4 trong series Người Cửa Chuyện của Vicky. Nếu như ai chưa nghe thì Vicky nghĩ rằng là mọi người nên nghe đi thì chúng ta mới hiểu được là Vicky đang nói về vấn đề gì. Còn đâu nếu bạn đã nghe rồi thì hôm nay Vicky sẽ bật mí về cái câu chuyện đằng sau đó và hiện tại 3 người đó ra sao.,6
00002068.wav,Đầu tiên Vicky sẽ nói đến việc là tại sao Vicky lại chọn bài hát đó. Thì thực ra nó là một cái duyên. Bình thường khi mà Vicky nhận được những cái tâm sự của mọi người gửi về người Cửa Chuyện ấy. Thì có những lúc Vicky không có dám đọc luôn đâu. Tại vì Vicky sẽ chờ đến một cái lúc nào đó mà kiểu mà thảnh thơi như kiểu như thế này nè. Vicky sẽ mở một cái mail Vicky ra và Vicky sẽ đọc.,6
00002069.wav,"Sau đó thì mình sẽ có thể dành hết cái tâm trạng của mình và ngay lập tức lúc đó có thể là Vicky sẽ bắt đầu viết cái bài hát. Nhưng mà cái hôm đó lại đặc biệt cả là Vicky đang đi diễn xa, đang đi diễn tỉnh và đang trên xe. Xong Vicky nhớ rằng là cái lúc mà mail đến ấy, cái Vicky đang lướt lướt nhỉ. Xong cái Vicky mới... Ok, thật đọc luôn cũng được. Vicky mới lướt lướt lướt lướt lướt và đọc.",6
00002070.wav,"Và khi mà càng đọc cái nội dung, cái bức thư của cái bạn đấy ấy, thì Vicky càng... Oh what? Oh. Wow. Tức là những cái câu trong bài hát mà mọi người nghe là oh what? Từ các thứ ấy, nó chính là những cái cảm xúc thật của Vicky khi mà Vicky đọc cái mail của bạn đấy. Tóm tắt câu chuyện lại, thì Vicky sẽ gọi cái người mà viết mail cho Vicky là cái cô gái nha. Cô gái đang yêu một chàng trai. Họ đã có một cái tình yêu cũng khá là em đẹp.",6
00002071.wav,Và hai bên gia đình cũng đã gặp gỡ nhau và cũng yêu quý nhau. Và ở một cái mức độ nào đó thì họ cũng đã bắt đầu nghĩ tới những cái chuyện tương lai xa hơn. Cô gái này cũng là một người khá là năng động. Cho nên là có một thời gian cô ấy đi chuyển công việc ra một nơi rất là xa. Nói chung là hai người trở thành yêu xa.,6
00002072.wav,"Và tại cái nơi kia thì cô gái ấy đã gặp cái cô gái tiếp theo. Đó và cái câu chuyện bắt đầu từ đó. Bắt đầu thì hai người chỉ là bạn bè với nhau thôi. Sau đó thì không hiểu sao cái sự quan tâm mỗi ngày, rồi cái sự chia sẻ mỗi ngày nó cứ lớn dần lớn dần lên. Và đến một lúc nào đó thì họ nhận ra rằng họ có tình cảm với nhau.",6
00002073.wav,"Khi mà cái cô gái này nhận ra cái tình cảm đó thì cũng là lúc mà cô ấy cảm thấy là mình đang rơi vào một cái ngã ba đường rất là phức tạp. Khi mà cô ấy vẫn dành tình cảm cho cái chàng trai kia. Nhưng mà vẫn rất là yêu thương cái cô gái này. Lúc nào cái cô gái ấy cũng có một cái cảm giác rằng là mình có lỗi. Nhưng mà với cái sự tham lam của mình thì cô gái ấy không muốn tử bỏ một ai cả. Và rồi cái chuyện tình đấy nó cứ tiếp diễn như vậy, tiếp diễn như vậy.",6
00002074.wav,Thì cái cô gái kia có biết về cái việc mà cô này đã có nghĩ yêu rồi. Thực ra thì sau này Vicky mới biết rằng không phải cái người cô gái kia cố tình chen vào cái cuộc tình này. Mà là bản thân cô gái này. Bản thân cô gái này lại là người chủ động. Nếu mà Vicky không nhầm thì là như vậy. Nhiều người thì nghĩ rằng cái cô gái kia mới là người có lỗi khi mà bẻ cái cô gái này. Nhưng mà thực ra thì không. Cô này tự cong và bẻ cô kia. Cái chuyện hai người diễn ra là như vậy.,6
00002075.wav,Và sau một thời gian cũng có những cái lần mà cô gái về thăm chàng trai. Và những cái lúc đấy thì rất là dây dứt. Và cô ấy bắt đầu tự hỏi rằng là Thực ra thì mình yêu ai và thương ai trong hai người này. Nhưng mà cô ấy cũng chưa có thực sự tìm ra được cái câu trả lời cho mình. Và cô ấy càng lúc càng cảm thấy dây dứt. Có những cái lúc mà cô ấy phải kiếm cớ gây sự với cái chàng trai này để tìm cách dứt. Tại vì cô ấy cũng không có nỡ. Nói đúng hơn là cô ấy cũng không có nỡ.,6
